,product_spu_name,product_picture,property
804,长富 巴氏黑谷物牛奶 221ml/袋,http://p1.meituan.net/xianfu/051ffb801a98a09344b2e57214405d49115999.jpg,袋装
805,旺仔 原味牛奶家庭号 125ml*20盒/箱,http://p0.meituan.net/xianfu/18ab5a9dd6fd658ebd47d7f255692ebd277514.jpg,箱装
806,伊利240ml味可滋咖啡牛奶,http://p1.meituan.net/xianfu/839eb139be01f3418ad8f826beffba3a77207.jpg,盒装
807,光明巧风巧克力风味牛奶营养早餐奶250ml,http://p0.meituan.net/wmproduct/19ab30d1515bc0dcb679e1200e25e79c148311.jpg,盒装
808,旺仔 牛奶 125ml/盒一联,http://p1.meituan.net/xianfu/88532664dd90ea8d805b516278125fee68063.jpg,盒装
809,四川 蒙牛 早餐红枣牛奶 牛奶 250毫升,http://p0.meituan.net/wmproduct/33c346236b4f04d986ce25047e284047103974.jpg,盒装
810,旺仔牛奶 旺旺 原味旺仔牛奶饮料 145ml/罐,http://p1.meituan.net/shangchao/de3972f4463446dca88f0bd7c070ee79.jpg,罐装
811,盒装【旺仔牛奶】复原乳牛奶 125ml/盒,http://p0.meituan.net/xianfu/fbca85be7e70215037a928841b70de7d332789.jpg,盒装
812,佳宝 巧克力牛奶 240g*16盒/箱,http://p1.meituan.net/waimaidpoipicmining/206f54e81be51a1703be8b112423acf6182416.jpg,箱装
813,三元 无菌砖巧克力奶 250ml/盒,http://p1.meituan.net/xianfu/b250c70b9eccbaa8af2060475f3521fd60763.jpg,盒装
814,蝶泉甜牛奶250ml,http://p1.meituan.net/wmproduct/4ca1f14887360f59569bdec78342c68e177613.jpg,盒装
815,伊利 甜味牛奶饮品 香甜醇浓250ml/盒,http://p0.meituan.net/wmproduct/f28cd25a33dd45fa5ccf9106b910cfe051951.jpg,盒装
816,旺仔牛奶145ml/份,http://p0.meituan.net/xianfu/cb5d8533f2f423ba18161aa9a97f36b937261.jpg,盒装
817,旺旺 旺仔牛奶 500ml/排,http://p1.meituan.net/xianfu/97644893855c6231d098f416b7335deb246811.jpg,连包装
818,夏进牛奶 口味随机243ml/瓶,http://p0.meituan.net/xianfu/cf5ffbf02a0bce51eac2a6aa2627b0bf105127.jpg,瓶装
819,蒙牛现代牧业高钙牛奶250ml/盒,http://p0.meituan.net/wmproduct/f5eeccba85c11a38e5b9263618bf26c748274.jpg,盒装
820,蒙牛 特仑苏谷粒牛奶250ml*10,http://p0.meituan.net/wmproduct/a341e2155c33871d054812c91d24536690026.jpg,箱装
821,天友 黑百特 牛奶 250ml/盒,http://p0.meituan.net/wmproduct/5be2eef62c9e6c5f2daa22e81f6ac51125388.jpg,盒装
822,蒙牛 核桃早餐牛奶 250ml*16盒/箱,http://p0.meituan.net/shangchao/b67b8f9d05b84269b1d6caffcdaad6ef.jpg,箱装
823,旺仔牛奶 原味+苹果味 245ml*12罐/箱,http://p1.meituan.net/wmproduct/08eb527acc666465fecd52747b1c5f6e679874.jpg,箱装
824,特价君乐宝麦香奶227ml*16包/箱,http://p0.meituan.net/waimaidpoipicmining/fef53d51a0f5de0898e9ab7d6a3db58c112382.jpg,箱装
825,伊利舒化全脂型无乳糖牛奶 220ml*12瓶/箱,https://p0.meituan.net/xianfu/74ead8733b370d4bd0eaa0a2e79ec0ae104324.png,箱装
826,鲜菲乐原生高倍营养奶巧克力 195ml/瓶,http://p0.meituan.net/sgopen/ab33e6df41ea4e071dadaafa5c17491622990.jpg,瓶装
827,旺仔 原味牛奶饮料 245ml*12罐1055,http://p1.meituan.net/xianfu/d471cffee413d1a905e32cf5524a5568186704.jpg,箱装
828,伊利 舒化无乳糖高钙型牛奶 220ml*12盒/箱,http://p1.meituan.net/retailsp/a9a9a50adad3f5cdced9ec80102c8d5126337.jpg,箱装
829,高钙奶一合,http://p0.meituan.net/waimaidpoipicmining/eaba95a21f42aac876c528817dabbb77177965.jpg,盒装
830,伊利 舒化 低脂型无乳糖牛奶 220ml*12【整件】,https://p0.meituan.net/xianfu/cbfb8b5ae59bb47880cb2507d357cdc385108.jpg,箱装
831,旺仔 小猪pig饮料 250ml/瓶,http://p0.meituan.net/waimaidpoipicmining/8ea8b8477bb36c3a405bdc85a5739abe122233.jpg,瓶装
832,旺仔牛奶 复原乳（大罐） 245ml*12罐/提,http://p1.meituan.net/xianfu/772480658b623795bb21ad36161426bb153504.jpg,箱装
833,10月份生产  保质期6个月伊利 谷粒多燕麦牛奶 200ml*12盒/箱,https://p0.meituan.net/xianfu/dd5863a9c82490017c75b763ef33fdd6167745.png,箱装
834,伊利营养舒化奶 无乳糖低脂型牛奶220ml/瓶,http://p1.meituan.net/wmproduct/9a42117b6740177377d0e326809ad171294763.jpg,瓶装
835,旺仔原味牛奶(罐装)245ml,http://p1.meituan.net/xianfu/35b46bac569df5a9f8a8426e4470acf545226.jpg,罐装
836,旺仔 牛奶 125ml/ⅹ4盒,http://p0.meituan.net/wmproduct/1f4dec159042840fe48fe1c55a8c5e17179360.jpg,盒装
837,旺仔牛奶 复原乳牛奶饮料 250ml/盒,http://p1.meituan.net/xianfu/78fd39c1d0c10f68ef56b91c4ee069be59201.jpg,盒装
838,味全 德芙巧克力牛奶饮品 370g/盒,http://p1.meituan.net/xianfu/cdd8b9b7be38fe54233a78acde40678456621.jpg,盒装
839,臻醇牛奶袋,http://p0.meituan.net/xianfu/92ae09fc06a2d3049b078726182b12f3172772.jpg,袋装
840,蒙牛早餐麦香味 250ml/盒,https://p0.meituan.net/xianfu/69f676455f94d308963990ec9480428a231406.png,盒装
841,伊利 舒化 无乳糖牛奶 低脂型220ml/盒,http://p0.meituan.net/scproduct/6e2fb1ad34490e7406080354874c706543831.jpg,盒装
842,旺旺 调制乳饮料 245ml/罐   牛奶饮品,http://p1.meituan.net/xianfu/35b46bac569df5a9f8a8426e4470acf545226.jpg,罐装
843,黑沃 低脂高钙牛奶 250ml*12盒/箱,http://p0.meituan.net/xianfu/8e956b22fd791f1c67e6731b15a8dd8a972227.jpg,箱装
844,旺仔 牛奶 125ml/盒4,http://p1.meituan.net/xianfu/88532664dd90ea8d805b516278125fee68063.jpg,盒装
845,味全谷物紫米牛奶300g,http://p0.meituan.net/xianfu/953234ce84f46ab1853685e3d3a9a2ce38166.jpg,盒装
846,旺仔巧克力牛奶单瓶 145ml/瓶,http://p0.meituan.net/xianfu/1b246f5dd0497399df76122bc75fdaec74744.jpg,瓶装
847,旺仔 牛奶原味 125mlX4,http://p0.meituan.net/wmproduct/681ef37cff30b3d6f62007c6743f336e98085.jpg,连包装
848,长富高钙低脂牛奶221ml,http://p1.meituan.net/xianfu/2c67d52f2c61ea0cb7f69cd1153d0ceb65094.jpg,袋装
849,[年货节]旺仔 牛奶 190ml/盒,http://p0.meituan.net/xianfu/90ed46b5c5ff2b2460b7471018e7c30961472.jpg,盒装
850,帽山可可牛奶180g,http://p0.meituan.net/xianfu/a82446a559ae7078e7853e65ea0a0dda340503.png,袋装
851,250ml伊利核桃早餐奶,https://p0.meituan.net/xianfu/32cad1c7cd7db40e9aa74209d83d2305218429.png,盒装
852,伊利植选燕麦奶燕麦谷物315ml*10,http://p0.meituan.net/xianfu/8413dc3509083ef6376304e09de9b8aa37996.jpg,箱装
853,荷兰 弗里生乳牛巧克力味牛奶 243ml/瓶,http://p0.meituan.net/xianfu/74cd97f1e396e81fb2214ecd6632bed2144601.jpg,瓶装
854,蒙牛 黑谷谷粒早餐奶250ml*12/提,http://p0.meituan.net/sgopen/eb301c95ac3d6f0ed0663520a6a2c8ed55294.jpg,箱装
855,伊利舒化奶220ml*12盒/箱,http://p0.meituan.net/wmproduct/7eb880145f97447398ef01b1f98f1460560111.jpg,箱装
856,渥康全脂无乳糖奶,http://p1.meituan.net/scproduct/0bfbdb888d0684a767da016ebd75956272962.jpg,瓶装
857,伊利味可滋香蕉240ml/盒,http://p0.meituan.net/xianfu/d5bfb8280dda30d56301b951950cb0e4138752.jpg,盒装
858,中国 旺仔牛奶 125ml*4/排,http://p1.meituan.net/wmproduct/48a1c0e13d7991299b13386e60f1746e159143.jpg,连包装
859,伊利 舒化无乳糖牛奶高钙 220ml/盒,http://p0.meituan.net/xianfu/92a76e6ad0a4e90949c7921230a9dd9e82128.jpg,盒装
860,旺仔 牛奶复原乳 4盒125ml/组,http://p0.meituan.net/xianfu/db1da28dd0f525b6f9a43f1086220364711699.jpg,盒装
861,初元 核桃牛奶 5L/箱 5L,http://p1.meituan.net/wmproductdwm/b62c7be726b71ae758930cc694c9099d132004.jpg,箱装
862,伊利MiNi装臻浓牛奶125ml*4,http://p0.meituan.net/sgopen/a14959698787bd96363076e7862bdeb193590.jpg,连包装
863,韩国进口首尔 巧克力牛奶 200ml/盒,http://p0.meituan.net/xianfu/88e760eb6f341ffd93b61820f8d0f999241744.jpg,盒装
864,伊利 舒化无乳糖(全脂/低脂随机发货)型牛奶 220ml/盒,http://p0.meituan.net/xianfu/954f551f1c18d82e296e2af1cad6a65b354990.jpg,盒装
865,伊利qq星儿童成长牛奶均膳190mL*15盒/箱,http://p0.meituan.net/wmproduct/6e714b4943fc0ac1fbeb0fad8bc3bbc867389.jpg,箱装
866,旺仔1排4瓶125ml*4,http://p0.meituan.net/sgopen/35e3d99f9b1daf1ae9a8b9d875f91fb866641.jpg,瓶装
867,伊利利乐枕核桃奶,http://p0.meituan.net/xianfu/d0531c23d03e795818ae0d142b5851eb88667.jpg,箱装
868,蒙牛243ML*12奶特香草味,http://p0.meituan.net/xianfu/fc0cce449782a6ff0edadc614c2e9c0347587.jpg,箱装
869,招牌(难买)广西百菲酪 水牛高钙奶 200ml*10盒/箱,http://p0.meituan.net/xianfu/0bd8a71aee6a676be5cd46280dc65747159639.jpg,箱装
870,旺仔牛奶 245 ml * 12,http://p0.meituan.net/sgopen/ec4f25ebd4cfb40eda14d34dba33f325344050.jpg,箱装
871,早餐奶无菌砖多种果蔬谷物250mlx16/箱 整箱 麦香味,http://p0.meituan.net/wmproduct/df59601fa7f2c7dd6b741bb798076ba4288139.jpg,箱装
872,旺仔复原乳牛奶125mlx36盒/箱,http://p0.meituan.net/wmproduct/7d0bc9e3900eafa8b9efe693b12e4793110147.jpg,箱装
873,风行 高钙低脂牛奶  200ml/盒,http://p1.meituan.net/scproduct/4ec0b28bb5c3b8287cf9f23ac8705500231211.jpg,盒装
874,旺仔 牛奶 125ml*1瓶/,http://p0.meituan.net/wmproduct/b77738575636afa91e15b7b96369ba2055728.jpg,瓶装
875,伊利 QQ星儿童成长牛奶 190ml/盒,http://p1.meituan.net/xianfu/7fa8dbb90c5c6159de5056b4cd58df9171159.jpg,盒装
876,风行 风行 木瓜味牛奶 200ml*6瓶/组 200ml*6,http://p0.meituan.net/shangchao/46112b013f99441d9bde2c5c9c3da65d.jpg,连包装
877,蒙牛 特仑苏醇纤牛奶 250ml/盒*12盒,http://p1.meituan.net/wmproduct/5a7798e7227a04bd2860c077c0ee17ab63405.jpg,盒装
878,伊利QQ星 儿童成长牛奶健固型  190ml*15盒/箱,http://p0.meituan.net/xianfu/94f11cab55b0fa48850d4b7923a558ae42949.jpg,箱装
879,蒙牛 早餐核桃奶,http://p1.meituan.net/wmproduct/fa550da928caf9badd77e0277141933d60729.jpg,箱装
880,子母 原味牛奶 225ml*6支,http://p1.meituan.net/waimaidpoipicmining/02133d727c02c4674a66df7329728d4f251865.jpg,连包装
881,旺仔 旺仔牛奶 旺仔牛奶复原乳245毫升*12罐,http://p0.meituan.net/xianfu/537897161fa014a74cab0617c6dc394d218503.jpg,箱装
882,旺仔牛奶 果汁味牛奶饮料 245ml/罐,http://p1.meituan.net/shangchao/30447ced000848bbbd44e4ad4546254f.jpg,罐装
883,广泽核桃牛奶194ml/袋,http://p1.meituan.net/wmproduct/b881f7e5742da53229ca43c093749bcb239025.jpg,袋装
884,旺仔牛奶 复原乳牛奶饮料饮品 125ml*4/组,http://p0.meituan.net/wmproduct/ae0332f1a07b76d767bc597f07150c24672591.jpg,连包装
885,旺仔 复原乳牛奶245ml*12罐/箱,http://p1.meituan.net/xianfudwm/ffcc03be9216aa36e62d158415834eb5105899.jpg,箱装
886,旺仔 复原乳牛奶 125ml/盒/4盒,http://p1.meituan.net/xianfu/f5924e89ab506858e5758e5329f5806d56218.jpg,盒装
887,年货节旺仔牛奶145ml拉罐*20听,http://p0.meituan.net/xianfu/43f984cc6d3b7b16fc5d01f253497b54203154.png,箱装
888,蒙牛早餐奶红枣牛奶250ml,http://p1.meituan.net/xianfu/c7feebb2374571283b7da04e40bf0561172422.jpg,盒装
889,伊利高钙奶250mL／盒,https://p1.meituan.net/xianfu/23365bbcc8cd02cb936b80f9508f5abc1015288.jpg,盒装
890,TC旺仔牛奶饮品125ml*4,http://p0.meituan.net/sgopen/d8a27e3c59ebba58572d51f3811b1e32244438.jpg,连包装
891,旺仔 旺旺 旺仔牛奶 苹果味 245ml/罐,http://p1.meituan.net/wmproduct/cd0f8f7d1b511e64fd3115f78757a7f3210852.png,罐装
892,旺仔 复原乳牛奶125m1,http://p1.meituan.net/xianfu/97644893855c6231d098f416b7335deb246811.jpg,盒装
893,新希望(白帝)利乐枕高钙牛奶243mL*16/份,http://p0.meituan.net/xianfu/cefc01735d1e5658a40a96dbe2fbf1bf47833.jpg,箱装
894,伊利 味可滋丹麦进口芝士莓果牛奶饮品 240mL*12盒/件,https://p0.meituan.net/xianfu/801693fe1a7d4c36f1da33173058c687131379.png,箱装
895,完达山 高钙牛奶 250ml*12盒/箱,http://p1.meituan.net/xianfu/ee78efa1abc0aedfd5c74ed885e20b0763662.jpg,箱装
896,伊利 伊利 脱脂牛奶 250ml*24盒/箱,http://p0.meituan.net/shangchao/6c8ce804293546b195f4b25b9cd01327.jpg,箱装
897,天润蕉往甚欢200g/袋,http://p0.meituan.net/xianfu/4fd69d88b29a581727ac6e56ba7c3bfb34595.jpg,袋装
898,伊利QQ星⭐儿童健固奶 190ml/盒 10439,http://p0.meituan.net/xianfu/47ada0569138b0a4f5ecf210e9eeaa4b110393.jpg,盒装
899,蒙牛 早餐原麦牛奶 250毫升,http://p0.meituan.net/wmproduct/162b930df31b99f2cbc43581978b6e8b152113.jpg,盒装
900,蒙牛新养道零乳糖牛奶250ml*12/提,http://p0.meituan.net/scproduct/220f701aaca6febbd1f4e05b36fd13e1316068.jpg,箱装
901,旺仔 原味牛奶饮料 245ml*12罐/盒,http://p0.meituan.net/shangchao/aaafdd99b0d04b74bd837fd6a8ee74f3.jpg,箱装
902,伊利儿童配方牛奶125ml*4,http://p0.meituan.net/sgopen/7a179ea83e547697f2e1acd3db07c37b180576.jpg,连包装
903,旺仔牛奶 旺旺牛奶复原乳 125ml*4盒/排,http://p0.meituan.net/xianfu/5308dd045883cc1d4d3ac765728dcecd75817.jpg,盒装
904,"[伊利]QQ星儿童成长草莓牛奶,125ml*4/排",http://p0.meituan.net/xianfuwm/3188da417fc17462c69f5c84d3e5298d36191.jpg,连包装
905,儿童节    情人节 旺仔牛奶 245ml*12罐/箱,http://p0.meituan.net/xianfu/48aaab4b46ab6c233a359fbd6f78c93f49319.jpg,箱装
906,伊利高钙奶250ml盒装,http://p0.meituan.net/xianfu/eeb94a951902e5496d911969a90386c9154928.jpg,盒装
907,新希望 香蕉牛奶 200ML*12盒,http://p0.meituan.net/scproduct/2f51c07ae607566784b007ed04ca6727510360.jpg,箱装
908,华沃 蓝莓味牛奶 500ml*15瓶/箱,http://p1.meituan.net/xianfu/61553c6bfd2ee1a47040884fdda8f54215706.jpg,箱装
909,旺仔我爱牛奶复原乳,http://p0.meituan.net/wmproduct/8b75cff25330a3c337a057fdd08708d561837.jpg,盒装
910,伊利 心活配方舒化中老年牛奶 250ml/个,http://p0.meituan.net/shangchao/ab37f508497e42e4a42b0a953b53a3e5.jpg,盒装
911,蒙牛 未来星佳智型儿童牛奶 190ml*15盒/份,http://p1.meituan.net/xianfu/e31d9a7f27f442bf6d1d8f89422bc431319053.jpg,箱装
912,蒙牛利乐包早餐奶麦香250mlx16,http://p0.meituan.net/xianfu/fb45e7e93283f738272541892f100227250156.jpg,箱装
913,每味 红枣核桃谷物早餐奶 35g/袋,http://p0.meituan.net/xianfu/bd4d97f948b506aa6662f587eed68e37103433.jpg,袋装
914,伊利 臻浓牛奶 125ml/盒,http://p1.meituan.net/xianfu/c6b1d5b48cfca3e5e55a73a62ebdc7e9218687.jpg,盒装
915,旺仔 复原乳饮料 245ml/罐年货节礼盒,http://p0.meituan.net/xianfu/e75cb3ad4b3fb24e39db5b0a80e11864411773.jpg,礼盒装
916,旺仔牛奶纸盒装 125ml*4,http://p0.meituan.net/xianfu/fbca85be7e70215037a928841b70de7d332789.jpg,盒装
917,旺仔 牛奶 （小罐装）145ml/罐,http://p0.meituan.net/xianfu/cb38ce6f243946b54201d913f415c61c75687.jpg,罐装
918,年货节   蒙牛 早餐核桃牛奶 250ml/盒,http://p0.meituan.net/xianfu/4cd325ca1b7d8c8af757c936cdf7cb0c201453.jpg,盒装
919,光明优倍0乳糖调制乳 200ml,http://p1.meituan.net/xianfu/dc643de111ecfe4adc15c11dc4f5c21246684.jpg,盒装
920,旺仔复原乳牛奶饮料145ml/罐,http://p0.meituan.net/xianfu/2c8417feb10b81d338c730adee8bfa3138348.jpg,罐装
921,花花牛 利乐香蕉味牛奶调制乳 210g/盒,http://p1.meituan.net/xianfu/fb2606eaa9e4c1b013d47185086ec25933661.jpg,盒装
922,澳醇 脱脂奶250ml*12盒,http://p0.meituan.net/wmproduct/3292ec5ff9adcbd049e436a48ddaf65652264.jpg,箱装
923,新希望蝶泉 特浓甜牛奶250克*12袋,http://p1.meituan.net/wmproduct/f9ad85f3357ac23b2ba74c32841f5ec4202650.jpg,箱装
924,济源 伊利 伊利 谷粒多椰子燕麦牛奶200ml/盒,http://p1.meituan.net/xianfu/0ab6fd9e218af35330689ff4b7551524127260.jpg,盒装
925,旺仔 复原乳牛奶 125ml/盒(4盒),http://p1.meituan.net/xianfu/d55e5665e7ffb15ba38bf5fbd24c04c5492366.jpg,盒装
926,蒙牛 早餐奶麦香味250ml*24盒/箱,http://p0.meituan.net/xianfu/befaed46a710cd1e7c50754b7811022c110633.jpg,箱装
927,蒙牛 高钙牛奶 热饮,http://p0.meituan.net/wmproduct/417c9fb1419c71f273ea79ebf30ce849236194.jpg,盒装
928,伊利 味可滋草莓味牛奶 240ml*12盒/箱,http://p1.meituan.net/wmproductdwm/bf0789469cd3f0e9e350e49170abc989332315.png,箱装
929,伊利臻浓牛奶250mlx16,http://p1.meituan.net/xianfu/3a73d7b030a6aa082192f5c49efd314e56841.jpg,箱装
930,新希望 甜牛奶 180ml/袋6941704415735,http://p0.meituan.net/xianfu/7a10819a3a59587b503237b3e9da0afc95952.jpg,袋装
931,长富可可牛奶221ml/袋,http://p0.meituan.net/wmproductwm/e8ce7d1b74abe4012e821c229b05f43527748.jpg,袋装
932,麦趣尔 营养舒态奶 250ml/盒12盒,http://p0.meituan.net/waimaidpoipicmining/a341e09a3026b6cb89a20fe666b605c9263533.jpg,盒装
933,伊利QQ星健固儿童成长牛奶 190ml*15,http://p0.meituan.net/wmproduct/19717b858744f539e643429d9b4c1fe2194558.jpg,箱装
934,中杯草莓牛奶,http://p0.meituan.net/wmproduct/669a1cc52b48cefe74bf952484136b09193433.jpg,杯装
935,旺仔 旺仔牛奶原味饮品 245ml/罐,http://p0.meituan.net/xianfu/4b89ecaf32cefebc5dcf2a3428b6b2e7112775.jpg,罐装
936,【36盒】 复原乳营养早餐牛奶整箱 125mL*36盒/箱,http://p0.meituan.net/scproduct/70b49ccc1e405ffb0c721d5e5c05a7c5176980.jpg,箱装
937,蒙牛新养道低脂高钙牛奶250ml*10,https://p0.meituan.net/xianfu/ece6a12a6d701bb53c130fc668fcdc96286393.jpg,箱装
938,红梅 香蕉牛奶 180ml/袋,http://p0.meituan.net/xianfu/03984f315aa4a11fe63a6f881141021f307920.jpg,袋装
939,旺仔 旺旺牛奶 8原味加4 旺旺O泡 245ml*12罐/箱,http://p0.meituan.net/wmproduct/8ee5d200965ae860b4336e184f6f41b5118896.jpg,箱装
940,伊利QQ星儿童健骨型成长牛奶,http://p0.meituan.net/xianfu/7501eee8b0c16b9f05272751843e61ac254006.jpg,箱装
941,旺仔牛奶巧克力味145ml,http://p1.meituan.net/wmproduct/4468d9993e0d3f6026a774f1fc5261b6107500.jpg,罐装
942,伊利 伊利舒化奶250ml,http://p0.meituan.net/xianfu/4a97ff7978d2a72d8f93a5596c7df5fd128629.jpg,盒装
943,蒙牛 核桃早餐奶250ml/盒,http://p1.meituan.net/wmproduct/4bc79575e60e874863e1226d7f4adecc142153.jpg,盒装
944,【年货节】光明 大白兔奶糖风味牛奶 200ml/盒,http://p0.meituan.net/xianfu/cb5e2f84742f683f546a5b5c7236e99e129552.jpg,盒装
945,蒙牛 早餐原麦牛奶儿童学生营养早餐牛奶 250ml/盒,http://p0.meituan.net/scproduct/f73b45a4d8ba0e0ad5d43b559d7886b291083.jpg,盒装
946,旺仔牛奶复原乳 125ml,http://p1.meituan.net/xianfu/d5c6dc0b97a0dcd6e4e373757f29029045377.jpg,盒装
947,核桃早餐奶230ml*16,http://p0.meituan.net/wmproduct/4d3a155969fe7a53a67d0d54de5c06f4671086.png,箱装
948,蒙牛 早餐红枣牛奶250ml,https://p1.meituan.net/xianfu/3f7f50a713dcb1b8770781ccb7b5438a135833.png,盒装
949,蒙牛早餐核桃牛奶230ml*1袋,https://p0.meituan.net/xianfu/4ecc45099d8aaafbac6a971a3b322840192339.png,袋装
950,旺仔 旺仔牛奶调制乳礼盒装 245ml*12罐/箱,http://p1.meituan.net/xianfu/82c4865862fc06f70701932e1740070a147429.jpg,礼盒装
951,旺仔 旺仔牛奶原味 245ml/145ml/罐,http://p0.meituan.net/scproduct/e096411c159d9bbb71e1a380ac9fb562894993.jpg,罐装
952,伊利QQ星儿童成长牛奶-健固190ml,http://p0.meituan.net/xianfu/47ada0569138b0a4f5ecf210e9eeaa4b110393.jpg,盒装
953,旺仔 复原乳牛奶 125ml*4盒/份,http://p1.meituan.net/xianfu/66dc2caee7d7babe807a9b8e7cf1a5dd203464.png,盒装
954,旺仔 复原乳O泡果奶混合装 245ml*12罐/箱,http://p0.meituan.net/wmproduct/8ee5d200965ae860b4336e184f6f41b5118896.jpg,箱装
955,年货节旺旺 旺仔牛奶O泡组合装 245ml*8罐/箱,http://p0.meituan.net/wmproduct/1ceafa48ba9677b1a83783d8e48680ee229414.jpg,箱装
956,旺仔 牛奶复原乳 125ml/盒/4盒/组,http://p0.meituan.net/xianfu/7673029c2fe047e3c3cd420677829c68358676.jpg,盒装
957,伊利QQ健骨型成长牛奶125ml,http://p0.meituan.net/xianfu/d08a5da1707bf235ec04b7dd973b957a54736.jpg,盒装
958,伊利舒化低脂无乳糖纯牛奶220ml*12,http://p1.meituan.net/xianfu/4dae982843914a1f50ad0f6882db541938504.jpg,箱装
959,一大早 原浆核桃牛奶243nl*16包,http://p0.meituan.net/wmproduct/fd56e86f3fcb80907ee24652360649a4131247.jpg,箱装
960,一见钟情花生奶10袋,http://p0.meituan.net/waimaidpoipicmining/4f53b3f1d002d60f198ed8ac665cf4b9135825.jpg,袋装
961,中国 旺仔 旺仔牛奶125ml4盒一排 125ml,http://p0.meituan.net/wmproduct/fb366ef0ce9623735d6be321ba2be210103898.jpg,盒装
962,年货节  朗德宝 草莓风味牛奶 500ml/瓶,http://p1.meituan.net/xianfu/d01f1ddc03e51cea8b02d2192816e9c077609.jpg,瓶装
963,舒化无乳糖牛奶低脂型（笑脸包） 220ml*12年货节,https://p0.meituan.net/xianfu/cbfb8b5ae59bb47880cb2507d357cdc385108.jpg,箱装
964,绿山园 椰子牛奶 500ml/瓶,http://p1.meituan.net/wmproductdwm/6603c2d74b08072ecb6300bb0b4f9fc7151002.jpg,瓶装
965,旺仔牛奶礼盒250ML*12*6原味（1466）,https://p0.meituan.net/xianfu/971ca17e44c4c947a9f6a9f214a667e7593543.png,礼盒装
966,百特 红百特 250ml,http://p1.meituan.net/wmproduct/719ff44954e5e8247a2acebc2f8f6bcc217412.jpg,盒装
967,蒙牛250ML*12特仑苏奶爵6特乳,http://p0.meituan.net/xianfu/22b5c773540124d02b053048443d764d364169.jpg,箱装
968,简润 乳此滑滑 可可牛奶180ml,http://p0.meituan.net/waimaidpoipicmining/03a1f7f939b4d61e7141d6ada7523378957474.jpg,袋装
969,澳醇 脱脂奶 250ml/盒,http://p1.meituan.net/xianfu/c70066e52ce3ff6d80be1493a541bab2101435.jpg,盒装
970,三元 巧克力味牛奶 250ml*16盒/箱,http://p0.meituan.net/xianfu/bd42a8ea0af868bf5d8b8c5ce3e1cb74144651.jpg,箱装
971,蒙牛 特仑苏低脂牛奶 250ml/盒低脂低脂低脂低脂,http://p0.meituan.net/xianfu/e3acfb1396b37e4abd547b7d19a7a25c149716.jpg,盒装
972,旺仔牛奶（旺仔原味*8+O泡果奶*4） 245ml*12罐/箱,http://p0.meituan.net/wmproduct/8ee5d200965ae860b4336e184f6f41b5118896.jpg,箱装
973,百菲酪 高钙水牛奶 200ml/盒,http://p1.meituan.net/xianfudwm/841854321a3ba34d146e09c487ad33d6241769.png,盒装
974,梁丰草莓牛奶200ml*12包,http://p0.meituan.net/wmproduct/d2488d5e144d0d7c590b3b16f3b12f37584732.jpg,箱装
975,伊利味可滋（巧克力）牛奶240ml,http://p1.meituan.net/xianfu/d3bee20948f652822891eef2965f246c111192.jpg,盒装
976,【年货节】礼盒旺仔 牛奶果汁味调制乳 245ml/罐,http://p0.meituan.net/xianfu/dae6ca8197c144466983cff0d626000c30902.jpg,礼盒装
977,伊利QQ星儿童成长牛奶全聪型190ml/盒,http://p0.meituan.net/xianfu/18f6991d6e84c47a44b7bdb28ae21ed020242.jpg,盒装
978,【年货节】蒙牛早餐核桃牛奶250ml,http://p0.meituan.net/sgopen/a3f067cedd2f58e6a73a0b99a455bdc026003.jpg,盒装
979,蒙牛利乐枕原麦早餐牛奶230ml*16件,http://p0.meituan.net/xianfu/e2f859ac3172acc716efb7393f1e935c256034.jpg,箱装
980,旺仔牛奶145ml铁罐早餐牛奶儿童牛奶含乳制品,http://p1.meituan.net/scproduct/82af2997b43d2d15b5ce7a98bdd9c946148280.jpg,罐装
981,旺仔 旺仔牛奶125ml*4盒,http://p1.meituan.net/wmproduct/f582f3a33e849d16405901e613eed9f7241207.jpg,盒装
982,旺旺旺仔牛奶礼盒125ml*20盒,https://p0.meituan.net/xianfu/cb11dbfba8acbb253599c6177b71cb91685035.png,礼盒装
983,中芬乳业 奶兔牛奶 奶糖风味牛奶 170毫升/袋〔1312〕,http://p0.meituan.net/scproduct/96d5c0f5998bfa18ff612d3c8a910183302089.jpg,袋装
984,旺旺香蕉牛奶 190ml*12包,http://p0.meituan.net/wmproduct/ab6c654223b84237333fca4131870f21246660.jpg,箱装
985,旺仔牛奶礼盒 125ml*24盒/箱,http://p1.meituan.net/xianfu/7c9390931e03c4874a55dbe4ea00ee59465700.jpg,礼盒装
986,海河 巧克力味 牛奶 乳品 220ml/袋,http://p0.meituan.net/scproduct/409fbb35c72ef6b5f35f839e0f93258e482910.jpg,袋装
987,新希望蝶泉甜牛奶炼乳风味,http://p1.meituan.net/wmproductdwm/98c9579bf1f320dce2c07176ceabbcff118030.jpg,瓶装
988,一鸣 鲜奶打蛋 低糖调制乳220ml/瓶,http://p1.meituan.net/wmproduct/049273ef8258816b58918e690829ef6f25245.jpg,瓶装
989,中国 旺仔 旺仔 牛奶 190ml*12/提,http://p0.meituan.net/xianfu/b100d447bbcdcb0dadf39e9847a88f21145585.jpg,箱装
990,旺仔 牛奶145ml/罐,http://p1.meituan.net/xianfu/96bcf50b34c726e55f2db29bbee8bb7a199863.jpg,罐装
